from_nd_id,to_nd_id,Y_real,Y_imag
2109,2095,0.0000000000,100000000.0000000000
2110,2068,0.0000000000,12100000000.0000000000
2110,2073,0.0000000000,12100000000.0000000000
2110,2074,0.0000000000,12100000000.0000000000
2110,2077,0.0000000000,12100000000.0000000000
2110,2086,0.0000000000,12100000000.0000000000
2110,2113,0.0000000000,12100000000.0000000000
2110,2145,0.0000000000,12100000000.0000000000
2110,2156,0.0000000000,12100000000.0000000000
2110,2172,0.0000000000,12100000000.0000000000
2110,2181,0.0000000000,12100000000.0000000000
2110,2186,0.0000000000,12100000000.0000000000
2110,2202,0.0000000000,12100000000.0000000000
2111,2081,0.0000000000,100000000.0000000000
2111,2100,0.0000000000,100000000.0000000000
2111,2103,0.0000000000,100000000.0000000000
2111,2114,0.0000000000,100000000.0000000000
2111,2117,0.0000000000,100000000.0000000000
2111,2126,0.0000000000,100000000.0000000000
2111,2134,0.0000000000,100000000.0000000000
2111,2143,0.0000000000,100000000.0000000000
2111,2165,0.0000000000,100000000.0000000000
2111,2166,0.0000000000,100000000.0000000000
2111,2176,0.0000000000,100000000.0000000000
2111,2184,0.0000000000,100000000.0000000000
2111,2191,0.0000000000,100000000.0000000000
2112,2063,0.0000000000,100000000.0000000000
2112,2193,0.0000000000,100000000.0000000000
2113,2071,0.0000000000,12100000000.0000000000
2113,2083,0.0000000000,12100000000.0000000000
2113,2110,0.0000000000,12100000000.0000000000
2114,2111,0.0000000000,100000000.0000000000
2114,2116,0.0000000000,100000000.0000000000
2115,2088,0.0000000000,48400000000.0000000000
2115,2094,0.0000000000,48400000000.0000000000
2115,2108,0.0000000000,48400000000.0000000000
2116,2114,0.0000000000,100000000.0000000000
2117,2111,0.0000000000,100000000.0000000000
2117,2189,0.0000000000,100000000.0000000000
2118,2083,0.0000000000,12100000000.0000000000
2118,2154,0.0000000000,12100000000.0000000000
2119,2089,0.0000000000,12100000000.0000000000
2119,2177,0.0000000000,12100000000.0000000000
2120,2094,0.0000000000,48400000000.0000000000
2120,2108,0.0000000000,48400000000.0000000000
2121,2191,0.0000000000,100000000.0000000000
2122,2063,0.0000000000,100000000.0000000000
2123,2158,0.0000000000,48400000000.0000000000
2124,2064,0.0000000000,12100000000.0000000000
2124,2080,0.0000000000,12100000000.0000000000
2124,2104,0.0000000000,12100000000.0000000000
2125,2211,0.0000000000,12100000000.0000000000
2126,2111,0.0000000000,100000000.0000000000
2126,2208,0.0000000000,100000000.0000000000
2127,2064,0.0000000000,12100000000.0000000000
2127,2066,0.0000000000,12100000000.0000000000
2127,2080,0.0000000000,12100000000.0000000000
2128,2096,0.0000000000,48400000000.0000000000
2129,2160,0.0000000000,12100000000.0000000000
2130,2063,0.0000000000,100000000.0000000000
2130,2185,0.0000000000,100000000.0000000000
2131,2164,0.0000000000,48400000000.0000000000
2131,2198,0.0000000000,48400000000.0000000000
2132,2022,0.0000000000,48400000000.0000000000
2132,2144,0.0000000000,48400000000.0000000000
2133,2064,0.0000000000,12100000000.0000000000
2133,2077,0.0000000000,12100000000.0000000000
2134,2111,0.0000000000,100000000.0000000000
2134,2174,0.0000000000,100000000.0000000000
2135,2091,0.0000427002,3000.0000000000
2135,2182,0.0000000000,12100000000.0000000000
2135,2200,0.0000000000,12100000000.0000000000
2136,2064,0.0000000000,12100000000.0000000000
2136,2080,0.0000000000,12100000000.0000000000
2136,2148,0.0000000000,12100000000.0000000000
2137,2139,0.0000000000,48400000000.0000000000
2137,2173,0.0000000000,48400000000.0000000000
2138,2146,0.0000000000,48400000000.0000000000
2138,2183,0.0000000000,48400000000.0000000000
2139,2075,0.0001146618,3000.0000000000
2139,2107,0.0000398852,1000.0000000000
2139,2137,0.0000000000,48400000000.0000000000
2139,2171,0.0000427002,3000.0000000000
2140,2143,0.0000000000,100000000.0000000000
2141,2094,0.0000000000,48400000000.0000000000
2141,2108,0.0000000000,48400000000.0000000000
2141,2175,0.0000000000,48400000000.0000000000
2142,2080,0.0000000000,12100000000.0000000000
2143,2111,0.0000000000,100000000.0000000000
2143,2140,0.0000000000,100000000.0000000000
2144,2094,0.0000000000,48400000000.0000000000
2144,2108,0.0000000000,48400000000.0000000000
2144,2132,0.0000000000,48400000000.0000000000
2145,2099,0.0000000000,12100000000.0000000000
2145,2110,0.0000000000,12100000000.0000000000
2146,2094,0.0000000000,48400000000.0000000000
2146,2108,0.0000000000,48400000000.0000000000
2146,2138,0.0000000000,48400000000.0000000000
2147,2092,0.0000000000,12100000000.0000000000
2147,2210,0.0000000000,12100000000.0000000000
2148,2136,0.0000000000,12100000000.0000000000
2149,2100,0.0000000000,100000000.0000000000
2150,2214,0.0000000000,100000000.0000000000
2151,2069,0.0000000000,100000000.0000000000
2151,2197,0.0000000000,100000000.0000000000
2152,2090,0.0000000000,12100000000.0000000000
2153,2108,0.0000000000,48400000000.0000000000
2153,2205,0.0000000000,48400000000.0000000000
2154,2080,0.0000000000,12100000000.0000000000
2154,2118,0.0000000000,12100000000.0000000000
2155,2170,0.0000000000,12100000000.0000000000
2156,2079,0.0000000000,12100000000.0000000000
2156,2083,0.0000000000,12100000000.0000000000
2156,2110,0.0000000000,12100000000.0000000000
2157,2064,0.0000000000,12100000000.0000000000
2158,2093,0.0000000000,48400000000.0000000000
2158,2123,0.0000000000,48400000000.0000000000
2159,2094,0.0000000000,48400000000.0000000000
2160,2064,0.0000000000,12100000000.0000000000
2160,2080,0.0000000000,12100000000.0000000000
2160,2129,0.0000000000,12100000000.0000000000
2161,2080,0.0000000000,12100000000.0000000000
2161,2188,0.0000000000,12100000000.0000000000
2162,2102,0.0000000000,12100000000.0000000000
2162,2167,0.0000000000,12100000000.0000000000
2163,2070,0.0000000000,100000000.0000000000
2164,2094,0.0000000000,48400000000.0000000000
2164,2108,0.0000000000,48400000000.0000000000
2164,2131,0.0000000000,48400000000.0000000000
2165,2111,0.0000000000,100000000.0000000000
2165,2196,0.0000000000,100000000.0000000000
2166,2087,0.0000000000,100000000.0000000000
2166,2111,0.0000000000,100000000.0000000000
2167,2162,0.0000000000,12100000000.0000000000
2168,2063,0.0000000000,100000000.0000000000
2168,2176,0.0000000000,100000000.0000000000
2169,2073,0.0000000000,12100000000.0000000000
2169,2171,0.0000000000,12100000000.0000000000
2170,2064,0.0000000000,12100000000.0000000000
2170,2080,0.0000000000,12100000000.0000000000
2170,2155,0.0000000000,12100000000.0000000000
2171,2139,0.0000427002,3000.0000000000
2171,2169,0.0000000000,12100000000.0000000000
2171,2215,0.0000000000,12100000000.0000000000
2172,2083,0.0000000000,12100000000.0000000000
2172,2092,0.0000000000,12100000000.0000000000
2172,2110,0.0000000000,12100000000.0000000000
2173,2137,0.0000000000,48400000000.0000000000
2174,2134,0.0000000000,100000000.0000000000
2175,2141,0.0000000000,48400000000.0000000000
2176,2111,0.0000000000,100000000.0000000000
2176,2168,0.0000000000,100000000.0000000000
2177,2119,0.0000000000,12100000000.0000000000
2178,2017,0.0000000000,48400000000.0000000000
2178,2084,0.0000000000,48400000000.0000000000
2179,2063,0.0000000000,100000000.0000000000
2179,2085,0.0000000000,100000000.0000000000
2180,2063,0.0000000000,100000000.0000000000
2180,2192,0.0000000000,100000000.0000000000
2181,2083,0.0000000000,12100000000.0000000000
2181,2089,0.0000000000,12100000000.0000000000
2181,2110,0.0000000000,12100000000.0000000000
2182,2068,0.0000000000,12100000000.0000000000
2182,2135,0.0000000000,12100000000.0000000000
2183,2138,0.0000000000,48400000000.0000000000
2184,2111,0.0000000000,100000000.0000000000
2185,2130,0.0000000000,100000000.0000000000
2186,2083,0.0000000000,12100000000.0000000000
2186,2110,0.0000000000,12100000000.0000000000
2186,2201,0.0000000000,12100000000.0000000000
2187,2063,0.0000000000,100000000.0000000000
2187,2203,0.0000000000,100000000.0000000000
2188,2064,0.0000000000,12100000000.0000000000
2188,2161,0.0000000000,12100000000.0000000000
2189,2117,0.0000000000,100000000.0000000000
2190,2207,0.0000000000,100000000.0000000000
2191,2111,0.0000000000,100000000.0000000000
2191,2121,0.0000000000,100000000.0000000000
2192,2180,0.0000000000,100000000.0000000000
2193,2112,0.0000000000,100000000.0000000000
2193,2563,-316.8203900783,712.8763060656
2194,2204,0.0000000000,12100000000.0000000000
2195,2074,0.0000000000,12100000000.0000000000
2195,2090,0.0000000000,12100000000.0000000000
2196,2107,0.0000000000,100000000.0000000000
2196,2165,0.0000000000,100000000.0000000000
2197,2085,0.0000000000,100000000.0000000000
2197,2091,0.0000398852,1000.0000000000
2197,2151,0.0000000000,100000000.0000000000
2198,2091,0.0001146618,3000.0000000000
2198,2131,0.0000000000,48400000000.0000000000
2199,2083,0.0000000000,12100000000.0000000000
2200,2135,0.0000000000,12100000000.0000000000
2201,2186,0.0000000000,12100000000.0000000000
2202,2110,0.0000000000,12100000000.0000000000
2203,2187,0.0000000000,100000000.0000000000
2204,2064,0.0000000000,12100000000.0000000000
2204,2080,0.0000000000,12100000000.0000000000
2204,2194,0.0000000000,12100000000.0000000000
2205,2094,0.0000000000,48400000000.0000000000
2205,2153,0.0000000000,48400000000.0000000000
2206,2063,0.0000000000,100000000.0000000000
2206,2105,0.0000000000,100000000.0000000000
2207,2063,0.0000000000,100000000.0000000000
2207,2190,0.0000000000,100000000.0000000000
2208,2126,0.0000000000,100000000.0000000000
2209,2067,0.0000000000,100000000.0000000000
2210,2147,0.0000000000,12100000000.0000000000
2211,2064,0.0000000000,12100000000.0000000000
2211,2080,0.0000000000,12100000000.0000000000
2211,2125,0.0000000000,12100000000.0000000000
2212,2094,0.0000000000,48400000000.0000000000
2212,2106,0.0000000000,48400000000.0000000000
2212,2108,0.0000000000,48400000000.0000000000
2213,2063,0.0000000000,100000000.0000000000
2214,2063,0.0000000000,100000000.0000000000
2214,2150,0.0000000000,100000000.0000000000
2215,2171,0.0000000000,12100000000.0000000000
2216,2221,0.0000000000,100000000.0000000000
2216,2278,0.0000000000,100000000.0000000000
2216,2309,0.0000000000,100000000.0000000000
2216,2358,0.0000000000,100000000.0000000000
2217,2303,0.0000000000,100000000.0000000000
2218,2224,0.0000000000,100000000.0000000000
2218,2226,0.0000000000,100000000.0000000000
2218,2269,0.0000000000,100000000.0000000000
2218,2272,0.0000000000,100000000.0000000000
2218,2313,0.0000000000,100000000.0000000000
846,2317,0.0000000000,100000000.0000000000
2219,2243,-555.0217163689,1249.0323782034
2219,2294,0.0000000000,100000000.0000000000
2220,2306,0.0000000000,100000000.0000000000
2220,2321,0.0000000000,100000000.0000000000
2221,2216,0.0000000000,100000000.0000000000
2221,2318,-21703.7438958220,48833.4237655996
2222,2252,0.0000000000,100000000.0000000000
2222,2263,-16230.4081470284,36438.8575065638
848,2228,0.0000000000,100000000.0000000000
852,2228,0.0000000000,100000000.0000000000
839,2328,0.0000000000,100000000.0000000000
2223,2246,0.0000000000,100000000.0000000000
2223,2311,0.0000000000,100000000.0000000000
2224,2218,0.0000000000,100000000.0000000000
2224,2354,0.0000000000,100000000.0000000000
2225,2256,-1829.4494715994,4115.2472038528
2225,2320,-4190.4551217146,9423.2061874091
2226,2218,0.0000000000,100000000.0000000000
2227,2251,0.0000000000,100000000.0000000000
2227,2345,-2451.6187787441,5515.2315468330
2228,848,0.0000000000,100000000.0000000000
2228,852,0.0000000000,100000000.0000000000
2228,845,0.0000000000,100000000.0000000000
2228,2362,0.0000000000,100000000.0000000000
2229,2284,0.0000000000,100000000.0000000000
2229,2365,0.0000000000,100000000.0000000000
2230,2288,0.0000000000,100000000.0000000000
2230,2297,0.0000000000,100000000.0000000000
2230,2359,0.0000000000,100000000.0000000000
2230,2369,0.0000000000,100000000.0000000000
2231,2235,0.0000000000,100000000.0000000000
2232,2233,0.0000000000,100000000.0000000000
2232,2256,0.0000000000,100000000.0000000000
2232,2333,0.0000000000,100000000.0000000000
2232,2336,0.0000000000,100000000.0000000000
2232,2366,0.0000000000,100000000.0000000000
2232,108,-589.1016200295,1325.4786450663
2233,2232,0.0000000000,100000000.0000000000
2233,2361,-4331.4650811155,9742.9542638215
2234,2265,0.0000000000,100000000.0000000000
2234,2329,-3708.8517929458,8353.2698039321
2235,2231,0.0000000000,100000000.0000000000
2235,2247,0.0000000000,100000000.0000000000
2235,843,0.0000000000,100000000.0000000000
2236,2242,0.0000000000,100000000.0000000000
2236,849,-12969.1090119990,29206.0250191473
851,2265,0.0000000000,100000000.0000000000
2237,2297,-519.6137922619,1169.0082891738
2237,2310,0.0000000000,100000000.0000000000
2238,2252,0.0000000000,100000000.0000000000
2238,2320,-374.3408084361,842.3092997812
2239,2251,0.0000000000,100000000.0000000000
2239,2284,-12969.1090119990,29206.0250191473
2240,2270,0.0000000000,100000000.0000000000
2240,2275,-162.1604634560,364.8809720435
2241,2300,-4816.8068643009,10827.2830681515
2241,2360,-1129.2097480810,2541.4953645166
2242,2236,0.0000000000,100000000.0000000000
2242,2327,0.0000000000,100000000.0000000000
2243,2219,-555.0217163689,1249.0323782034
2243,2303,0.0000000000,100000000.0000000000
2244,2291,-9247.4738291295,20832.7921656233
2244,2350,-6503.5321348740,14620.1450748546
2245,2306,0.0000000000,100000000.0000000000
2246,2223,0.0000000000,100000000.0000000000
2246,2345,0.0000000000,100000000.0000000000
2247,2235,0.0000000000,100000000.0000000000
2247,2339,-16230.4081470284,36438.8575065638
2248,2273,-12969.1090119990,29206.0250191473
2248,2286,0.0000000000,100000000.0000000000
841,2265,0.0000000000,100000000.0000000000
2249,2254,0.0000000000,100000000.0000000000
2249,2273,0.0000000000,100000000.0000000000
2249,2305,0.0000000000,100000000.0000000000
2249,2308,0.0000000000,100000000.0000000000
2249,2338,0.0000000000,100000000.0000000000
2250,2274,0.0000000000,100000000.0000000000
2250,2305,-6503.5321348740,14620.1450748546
2251,2227,0.0000000000,100000000.0000000000
2251,2239,0.0000000000,100000000.0000000000
2251,2253,0.0000000000,100000000.0000000000
2251,2291,0.0000000000,100000000.0000000000
2251,2353,0.0000000000,100000000.0000000000
2251,107,-589.1016200295,1325.4786450663
838,2302,0.0000000000,100000000.0000000000
2252,2222,0.0000000000,100000000.0000000000
2252,2238,0.0000000000,100000000.0000000000
2252,2259,0.0000000000,100000000.0000000000
2252,2299,0.0000000000,100000000.0000000000
2252,2334,0.0000000000,100000000.0000000000
2253,2251,0.0000000000,100000000.0000000000
2253,2281,-1443.8216937052,3247.6514212738
2254,2249,0.0000000000,100000000.0000000000
2254,2344,-419.0686652896,942.7714423343
2255,2267,0.0000000000,100000000.0000000000
2255,2289,0.0000000000,100000000.0000000000
2255,2301,0.0000000000,100000000.0000000000
2255,2329,0.0000000000,100000000.0000000000
2255,2368,0.0000000000,100000000.0000000000
2256,2225,-1829.4494715994,4115.2472038528
2256,2232,0.0000000000,100000000.0000000000
2257,2264,-12969.1090119990,29206.0250191473
2257,2290,0.0000000000,100000000.0000000000
2258,2303,0.0000000000,100000000.0000000000
2258,2545,-409.7531469907,922.0209322471
2259,2252,0.0000000000,100000000.0000000000
2260,2324,0.0000000000,100000000.0000000000
850,2265,0.0000000000,100000000.0000000000
2261,2277,0.0000000000,100000000.0000000000
2261,2325,0.0000000000,100000000.0000000000
2261,2343,0.0000000000,100000000.0000000000
2262,2314,-964.3608091432,2169.3891025087
2263,2222,-16230.4081470284,36438.8575065638
2263,2302,0.0000000000,100000000.0000000000
2264,2257,-12969.1090119990,29206.0250191473
2264,2336,0.0000000000,100000000.0000000000
2265,2234,0.0000000000,100000000.0000000000
2265,851,0.0000000000,100000000.0000000000
2265,841,0.0000000000,100000000.0000000000
2265,850,0.0000000000,100000000.0000000000
2265,840,0.0000000000,100000000.0000000000
2266,2303,0.0000000000,100000000.0000000000
2267,2255,0.0000000000,100000000.0000000000
2268,2275,0.0000000000,100000000.0000000000
2268,2280,0.0000000000,100000000.0000000000
2268,2293,0.0000000000,100000000.0000000000
2269,2218,0.0000000000,100000000.0000000000
2269,2337,-4816.8068643009,10827.2830681515
2270,2240,0.0000000000,100000000.0000000000
2270,2314,0.0000000000,100000000.0000000000
2270,2322,0.0000000000,100000000.0000000000
2271,2348,0.0000000000,100000000.0000000000
2272,2218,0.0000000000,100000000.0000000000
2272,2339,0.0000000000,100000000.0000000000
2273,2248,-12969.1090119990,29206.0250191473
2273,2249,0.0000000000,100000000.0000000000
2274,2250,0.0000000000,100000000.0000000000
2274,844,0.0000000000,100000000.0000000000
2274,2363,0.0000000000,100000000.0000000000
2275,2240,-162.1604634560,364.8809720435
2275,2268,0.0000000000,100000000.0000000000
2276,2324,0.0000000000,100000000.0000000000
2276,2358,-21703.7438958220,48833.4237655996
2277,2261,0.0000000000,100000000.0000000000
2277,2304,-963.9018205189,2168.2160694032
2278,2216,0.0000000000,100000000.0000000000
2279,2355,0.0000000000,100000000.0000000000
2279,2362,-16230.4081470284,36438.8575065638
2280,2268,0.0000000000,100000000.0000000000
2280,2331,-1035.5785929718,2329.8893140056
2281,2253,-1443.8216937052,3247.6514212738
2281,2359,0.0000000000,100000000.0000000000
847,2290,0.0000000000,100000000.0000000000
2282,2286,0.0000000000,100000000.0000000000
2283,2319,-25800.6388729626,58563.3549021214
2283,2328,0.0000000000,100000000.0000000000
2284,2229,0.0000000000,100000000.0000000000
2284,2239,-12969.1090119990,29206.0250191473
2285,2321,-12969.1090119990,29206.0250191473
2285,2324,0.0000000000,100000000.0000000000
2286,2248,0.0000000000,100000000.0000000000
2286,2282,0.0000000000,100000000.0000000000
2286,2315,0.0000000000,100000000.0000000000
2286,2342,0.0000000000,100000000.0000000000
2287,2323,0.0000000000,100000000.0000000000
2288,2230,0.0000000000,100000000.0000000000
2288,2340,-12969.1090119990,29206.0250191473
2289,2255,0.0000000000,100000000.0000000000
2289,2350,-371.1091493804,835.0790940153
2290,2257,0.0000000000,100000000.0000000000
2290,847,0.0000000000,100000000.0000000000
2290,837,0.0000000000,100000000.0000000000
2291,2244,-9247.4738291295,20832.7921656233
2291,2251,0.0000000000,100000000.0000000000
2292,2294,0.0000000000,100000000.0000000000
2293,2268,0.0000000000,100000000.0000000000
2293,2298,-321.5136859320,723.4371299635
2294,2219,0.0000000000,100000000.0000000000
2294,2292,0.0000000000,100000000.0000000000
2294,2296,0.0000000000,100000000.0000000000
2294,2347,0.0000000000,100000000.0000000000
2294,2364,0.0000000000,100000000.0000000000
2295,2303,0.0000000000,100000000.0000000000
2295,2569,-408.4529324250,919.0696740995
2296,2294,0.0000000000,100000000.0000000000
2297,2230,0.0000000000,100000000.0000000000
2297,2237,-519.6137922619,1169.0082891738
2298,2293,-321.5136859320,723.4371299635
2298,2302,0.0000000000,100000000.0000000000
2299,2252,0.0000000000,100000000.0000000000
840,2265,0.0000000000,100000000.0000000000
2300,2241,-4816.8068643009,10827.2830681515
2300,2357,-7636.5024818633,17182.1305841924
2301,2255,0.0000000000,100000000.0000000000
2301,2332,-337.3997025210,759.1320776704
2302,838,0.0000000000,100000000.0000000000
2302,2263,0.0000000000,100000000.0000000000
2302,2298,0.0000000000,100000000.0000000000
2303,2217,0.0000000000,100000000.0000000000
2303,2243,0.0000000000,100000000.0000000000
2303,2258,0.0000000000,100000000.0000000000
2303,2266,0.0000000000,100000000.0000000000
2303,2295,0.0000000000,100000000.0000000000
2304,2277,-963.9018205189,2168.2160694032
2305,2249,0.0000000000,100000000.0000000000
2305,2250,-6503.5321348740,14620.1450748546
2306,2220,0.0000000000,100000000.0000000000
2306,2245,0.0000000000,100000000.0000000000
2306,2349,0.0000000000,100000000.0000000000
2307,2347,0.0000000000,100000000.0000000000
2307,2356,-564.8779869350,1270.7337391817
2308,2249,0.0000000000,100000000.0000000000
2308,2352,-14422.1645897906,32513.1254348789
2309,2216,0.0000000000,100000000.0000000000
2310,2237,0.0000000000,100000000.0000000000
2310,2341,0.0000000000,100000000.0000000000
844,2274,0.0000000000,100000000.0000000000
2311,2223,0.0000000000,100000000.0000000000
2311,2346,-21703.7438958220,48833.4237655996
2312,2327,-812.0508019301,1826.7146730427
2312,2365,0.0000000000,100000000.0000000000
842,2349,-12969.1090119990,29206.0250191473
2313,2218,0.0000000000,100000000.0000000000
2314,2262,-964.3608091432,2169.3891025087
2314,2270,0.0000000000,100000000.0000000000
2315,2286,0.0000000000,100000000.0000000000
2316,2333,0.0000000000,100000000.0000000000
2317,846,0.0000000000,100000000.0000000000
2317,2318,0.0000000000,100000000.0000000000
845,2228,0.0000000000,100000000.0000000000
2318,2221,-21703.7438958220,48833.4237655996
2318,2317,0.0000000000,100000000.0000000000
2319,2283,-25800.6388729626,58563.3549021214
2319,2364,0.0000000000,100000000.0000000000
2320,2225,-4190.4551217146,9423.2061874091
2320,2238,-374.3408084361,842.3092997812
2321,2220,0.0000000000,100000000.0000000000
2321,2285,-12969.1090119990,29206.0250191473
2322,2270,0.0000000000,100000000.0000000000
2322,2343,-192.7318411038,433.6297539592
2323,2287,0.0000000000,100000000.0000000000
2323,2348,0.0000000000,100000000.0000000000
2324,2260,0.0000000000,100000000.0000000000
2324,2276,0.0000000000,100000000.0000000000
2324,2285,0.0000000000,100000000.0000000000
2324,2330,0.0000000000,100000000.0000000000
2324,2346,0.0000000000,100000000.0000000000
2325,2261,0.0000000000,100000000.0000000000
2326,2337,-477.6090872499,1074.5513077646
2326,2348,0.0000000000,100000000.0000000000
2327,2242,0.0000000000,100000000.0000000000
2327,2312,-812.0508019301,1826.7146730427
2328,839,0.0000000000,100000000.0000000000
2328,2283,0.0000000000,100000000.0000000000
2329,2234,-3708.8517929458,8353.2698039321
2329,2255,0.0000000000,100000000.0000000000
2330,2324,0.0000000000,100000000.0000000000
2330,2357,-737.9631279942,1660.4995841982
2331,2280,-1035.5785929718,2329.8893140056
2332,2301,-337.3997025210,759.1320776704
2332,2367,-627.6404797981,1411.8926578645
2333,2232,0.0000000000,100000000.0000000000
2333,2316,0.0000000000,100000000.0000000000
849,2236,-12969.1090119990,29206.0250191473
2334,2252,0.0000000000,100000000.0000000000
2334,2356,-572.2521994641,1287.4185798558
2335,2341,-12969.1090119990,29206.0250191473
2336,2232,0.0000000000,100000000.0000000000
2336,2264,0.0000000000,100000000.0000000000
2337,2269,-4816.8068643009,10827.2830681515
2337,2326,-477.6090872499,1074.5513077646
2338,2249,0.0000000000,100000000.0000000000
2339,2247,-16230.4081470284,36438.8575065638
2339,2272,0.0000000000,100000000.0000000000
2340,2288,-12969.1090119990,29206.0250191473
843,2235,0.0000000000,100000000.0000000000
2341,2310,0.0000000000,100000000.0000000000
2341,2335,-12969.1090119990,29206.0250191473
2342,2286,0.0000000000,100000000.0000000000
2343,2261,0.0000000000,100000000.0000000000
2343,2322,-192.7318411038,433.6297539592
2344,1865,-792.0909547054,1781.9194497116
2344,2254,-419.0686652896,942.7714423343
2345,2227,-2451.6187787441,5515.2315468330
2345,2246,0.0000000000,100000000.0000000000
837,2290,0.0000000000,100000000.0000000000
2346,2311,-21703.7438958220,48833.4237655996
2346,2324,0.0000000000,100000000.0000000000
2347,2294,0.0000000000,100000000.0000000000
2347,2307,0.0000000000,100000000.0000000000
2348,2271,0.0000000000,100000000.0000000000
2348,2323,0.0000000000,100000000.0000000000
2348,2326,0.0000000000,100000000.0000000000
2348,2355,0.0000000000,100000000.0000000000
2348,2367,0.0000000000,100000000.0000000000
2349,2306,0.0000000000,100000000.0000000000
2349,842,-12969.1090119990,29206.0250191473
2350,2244,-6503.5321348740,14620.1450748546
2350,2289,-371.1091493804,835.0790940153
2351,2354,-3091.4877364220,6960.1975304059
2351,2361,-4473.2667610753,10077.0058286180
2352,2308,-14422.1645897906,32513.1254348789
2352,2360,-773.1149126038,1739.7803940450
2353,2251,0.0000000000,100000000.0000000000
2354,2224,0.0000000000,100000000.0000000000
2354,2351,-3091.4877364220,6960.1975304059
2355,2279,0.0000000000,100000000.0000000000
2355,2348,0.0000000000,100000000.0000000000
2356,2307,-564.8779869350,1270.7337391817
2356,2334,-572.2521994641,1287.4185798558
2357,2300,-7636.5024818633,17182.1305841924
2357,2330,-737.9631279942,1660.4995841982
2358,2216,0.0000000000,100000000.0000000000
2358,2276,-21703.7438958220,48833.4237655996
2359,2230,0.0000000000,100000000.0000000000
2359,2281,0.0000000000,100000000.0000000000
2360,2241,-1129.2097480810,2541.4953645166
2360,2352,-773.1149126038,1739.7803940450
2361,2233,-4331.4650811155,9742.9542638215
2361,2351,-4473.2667610753,10077.0058286180
2362,2228,0.0000000000,100000000.0000000000
2362,2279,-16230.4081470284,36438.8575065638
2363,2274,0.0000000000,100000000.0000000000
2364,2294,0.0000000000,100000000.0000000000
2364,2319,0.0000000000,100000000.0000000000
2365,2229,0.0000000000,100000000.0000000000
2365,2312,0.0000000000,100000000.0000000000
2366,2232,0.0000000000,100000000.0000000000
2367,2332,-627.6404797981,1411.8926578645
2367,2348,0.0000000000,100000000.0000000000
2368,2255,0.0000000000,100000000.0000000000
2369,2230,0.0000000000,100000000.0000000000
2370,2395,0.0000000000,100000000.0000000000
2370,2420,-14422.1645897906,32513.1254348789
2371,2387,-5892.5154493729,13284.5599199125
2372,2386,0.0000000000,100000000.0000000000
2372,2426,-4473.2667610753,10077.0058286180
2373,2402,0.0000000000,100000000.0000000000
2373,2424,0.0000000000,100000000.0000000000
2374,2403,-5892.5154493729,13284.5599199125
2375,2380,0.0000000000,100000000.0000000000
2375,2405,0.0000000000,100000000.0000000000
2375,2420,0.0000000000,100000000.0000000000
2375,2421,0.0000000000,100000000.0000000000
2375,2439,0.0000000000,100000000.0000000000
2376,2419,-5648.9196441181,12710.0691992656
2377,2379,0.0000000000,100000000.0000000000
2377,2413,0.0000000000,100000000.0000000000
2378,2398,0.0000000000,100000000.0000000000
2378,2410,0.0000000000,100000000.0000000000
2378,2431,0.0000000000,100000000.0000000000
2378,2441,0.0000000000,100000000.0000000000
2378,2444,0.0000000000,100000000.0000000000
2378,382,-589.1016200295,1325.4786450663
2379,2377,0.0000000000,100000000.0000000000
2379,2385,0.0000000000,100000000.0000000000
2379,2427,0.0000000000,100000000.0000000000
2379,2428,0.0000000000,100000000.0000000000
2379,2443,0.0000000000,100000000.0000000000
2380,2375,0.0000000000,100000000.0000000000
2380,2437,-8630.8320576358,19487.5102775040
2381,2435,-5892.5154493729,13284.5599199125
2382,2386,0.0000000000,100000000.0000000000
2382,1585,-5892.5154493729,13284.5599199125
2383,2396,0.0000000000,100000000.0000000000
2383,2411,0.0000000000,100000000.0000000000
2383,2429,0.0000000000,100000000.0000000000
2383,2435,0.0000000000,100000000.0000000000
2384,2443,0.0000000000,100000000.0000000000
2385,2379,0.0000000000,100000000.0000000000
2386,2372,0.0000000000,100000000.0000000000
2386,2382,0.0000000000,100000000.0000000000
2386,2387,0.0000000000,100000000.0000000000
2387,2371,-5892.5154493729,13284.5599199125
2387,2386,0.0000000000,100000000.0000000000
2388,2430,0.0000000000,100000000.0000000000
2389,2409,0.0000000000,100000000.0000000000
2389,2441,-2451.6187787441,5515.2315468330
2390,2416,0.0000000000,100000000.0000000000
2390,2419,0.0000000000,100000000.0000000000
2390,2426,0.0000000000,100000000.0000000000
2390,2442,0.0000000000,100000000.0000000000
2391,2411,-5648.9196441181,12710.0691992656
2392,2396,-2361.9023126678,5315.9721106034
2392,2399,0.0000000000,100000000.0000000000
2393,2415,-444.8448047687,1000.9008107297
2393,2423,-309.2653970254,695.8906364720
2394,2395,0.0000000000,100000000.0000000000
2395,2370,0.0000000000,100000000.0000000000
2395,2394,0.0000000000,100000000.0000000000
2395,2409,0.0000000000,100000000.0000000000
2395,2414,0.0000000000,100000000.0000000000
2395,2415,0.0000000000,100000000.0000000000
2396,2383,0.0000000000,100000000.0000000000
2396,2392,-2361.9023126678,5315.9721106034
2397,1920,-259.7794790963,584.5345154149
2397,2425,-327.1776214920,736.1983258449
2398,2378,0.0000000000,100000000.0000000000
2398,2422,-5892.5154493729,13284.5599199125
